badge,badge_type,brief,count,cv,follow,index_show,is_finish,media_id,play,pub_date,pub_real_time,renewal_time,score,season_id,staff,tags,title
,,"金城拓人原是一名普通的大学生，由于内部干涉，在与女友玛琪参与外星人弗兰克有关的实验中外星人复活并破坏了实验所.其于事故中独活（被毁容）.在神秘人的帮助下，成为了龙·索玛并进入SARGs,准备找弗兰克为",1,"""ハリエット??バーソロミュー：桑島法子\nリウ??ソーマ：保志総一朗\nマイケル??ハートランド：中田譲治\nギネビア??グリーン：井上喜久子\nダン??シモンズ：子安武人\nマキ??アガタ：桑島法子\nMORGUE：W..""",4万追番,全26话,1,2168,20.5万次播放,970675200,970675200,1286803760,,2168,"""脚本：野崎透、北嶋博明、山口宏、吉田伸\n导演：片山一良\n原作：矢立肇\n分镜：須永司、望月智充、やまざきかずお\n音乐：服部克久\n人物设定：村瀬修功\n系列构成：山口宏\n美术监督：太田大\n色彩设计：岩沢れい子""", 科幻 热血,沉默的未知
会员专享,0,对网球王子经典比赛进行重制的OVA动画。,100,"""大石秀一郎：近藤孝行\n菊丸英二：高橋広樹\n乾贞治：津田健次郎\n海堂薰：喜安浩平\n仁王雅治：增田裕生\n柳生比吕士：津田英佑\n宍户亮：楠田敏之\n凤长太郎：浪川大辅""",3.7万追番,更新至第03话,0,28222933,50.5万次播放,1561392000,1569945600,1580637600,,28709,"""导演: 川口敬一郎\n脚本: 広田光毅\n音乐: 渡部チェル\n人物设定: 石井明治\n系列构成: 広田光毅\n主题歌演出: Ayasa\n动画制作: エム??エス??シー""", 漫画改 热血 奇幻 社团,网球王子 BEST GAMES!!
,,为了再次躲避追缉，基里连科等人离开城市进入邻近的森林中，在这片走不出去的森林里遇上一只名叫凯达姆斯基的白色兔子。本季讲述主角们被困森林期间的日常生活以及凯达姆斯基尝试用各种方法偷到基里连科公文包里的胡,411,"""""",3.7万追番,全13话,1,5872,365.2万次播放,1355587200,1355587200,1483952796,9.6分,5872,"""原作：富岡聡、宮崎あぐり\n导演：富岡聡\n脚本：富岡聡\n分镜：富岡聡\n人物设定：宮崎あぐり\n音乐：上野大典\n动画制作：Kanaban Graphics""", 萌系 搞笑 泡面,越狱兔 第5季
,,NEO一直研究的是不老不死，这次，他决定对phoenix的隐藏能力出手。而在第四季中，继续寻找古代秘宝的JOKER在小星制造的宝石的光芒的引导下前进。故事中将解明古代秘宝、phoenix和小星的谜团。,3,"""クイーン：沢城みゆき\nスペード：下野紘\nハチ：小林由美子\nジョーカー：村瀬歩\nロコ：久野美咲\nシルバーハート：島田敏\nダーク??アイ：小野健一""",3.7万追番,全13话,1,5545,144.6万次播放,1475424000,1475424000,1482750009,9.7分,5545,"""脚本：福島直浩、佐藤大、うえのきみこ\n导演：寺本幸代\n原作：たかはしひでやす\n分镜：古賀一臣、高柳哲司、神志那弘志、西田健一\n""", 漫画改 推理,怪盗Joker 第四季
,,这个世界上曾经有着一个被称为“光之巨人”的存在。不久，“光之巨人”完成了他的使命，返回了遥远宇宙的故乡，跟他同化的地球人也失去了过往的记忆，回到了自己原本的地方。奥特曼的存在已成为过去之物，科学特搜队,2,"""早田进次郎：皇贞季\n诸星弹：宝木中阳\n北斗星司：山新\n早田进：郑炼\n佐山玲奈：叶知秋\n井手光弘：高枫\n艾德：陈思宇\n杰克：图特哈蒙""",3.7万追番,全13话,1,25567597,2033万次播放,1554134400,1554134400,1554188400,9.3分,26946,"""原作：圆谷production、清水荣一×下口智裕（《月刊HERO’S》连载）\n监督：神山健治、荒牧伸志\n音乐：户田信子×阵内一真\n制作：ProductionI.G×SOLA DIGITAL ARTS""", 漫画改 奇幻 战斗 科幻,ULTRAMAN 机动奥特曼（中配）
,,实果子是一名对服装设计十分热爱的女孩，她的青梅竹马山口薰十分受到女孩欢迎，而实果子一直不知道自己对薰是喜欢还是依赖，直到薰和舞会女孩看似交往，实果子才确信自己喜欢薰。但他们交往的契机是一名叫及川步的女,1,"""幸田实果子：宍戸留美\n山口薰：山口胜平\n中须茉莉子：冬马由美\n田代勇介：森川智之\n神崎莎莉：新山志保""",3.7万追番,全50话,1,2315,40.3万次播放,810662400,810662400,1302621167,9.5分,2315,"""导演：梅澤淳稔\n原作：矢沢あい\n演出：山吉康夫、梅澤淳稔、岡佳広、渡辺正彦、設楽博、矢部秋則\n音乐：川崎真弘\n人物设定：馬越嘉彦\n系列构成：松井亜弥\n美术监督：行信三、ゆきゆきえ\n色彩设计：辻田邦夫\n作画监督：加々美高浩、青山充、川村敏江、河野宏之\n制片人：関弘美""", 日常 少女,近所物语
,,"宫河家空腹全集动画改编自美水镜创作的《幸运星》外传漫画,讲述的是OTAKU,花钱大手大脚的姐姐宫河日向,姐妹相互扶持（？）下过着贫穷的生活...

《宫河家的空腹》是由日本漫画家美水镜作画的四格漫画。",2,"""宫河日影：川崎琴\n宫河日向：島形麻衣奈\n小池惠里佳：岩崎可苗\n内海友里奈：曽和まどか\n柊司：福原香織\n泉此方：平野綾\n柊镜：加藤英美里\n兄沢 命斗：関智一\n小神晶：今野宏美\n""",3.7万追番,全10话,1,678,80.2万次播放,1367164800,1367164800,1372771958,9.0分,678,"""脚本：待田堂子\n导演：山本寛\n原作：美水かがみ\n演出：追崎史敏、有冨興二\n分镜：山本寛、川口敬一郎、坂本一也\n音乐：前山田健一\n""", 萌系 日常 泡面 治愈,宫河家的空腹
,,故事讲术平凡的女初中生花笼凛咲，身边的朋友都在讨论恋爱的问题，但自己却一直从未接触过恋爱的滋味。凛咲只能够听她的朋友分享她们的恋爱经验。但有一晚，凛咲却在外出卖东西的时候遇上了全校人气最高的男生夕暮统,0,"""花笼凛咲：花泽香菜\n夕暮统牙：浅沼晋太郎\n武智：绿川光\nフジモン：铃村健一""",3.7万追番,全1话,1,4603,35.9万次播放,1332000000,1332000000,1465614056,,4603,"""脚本：高橋ナツコ\n监修：金子伸吾\n人物设定：まじろ\n原作：村田真優\n演出：金子伸吾\n作画监督：まじろ\n分镜：金子伸吾\n动画制作：KINEMA CITRUS\n""", 恋爱 少女,流★星LENS
,,影片《宇宙战舰大和号2202 爱的战士们》是一部由羽原信义执导的影片，该片于2016年后日本上映。,2,"""鈴村健一\n小野大輔\n桑島法子\n中村繪里子""",3.7万追番,更新至第五章炼狱篇 02,0,73092,169.2万次播放,1487952000,1487952000,1547290980,9.4分,6473,"""原作: 西崎義展\n导演: 羽原信義\n脚本: 福井晴敏、おかひでき\n分镜: アミノテツロー、榎本明広\n演出: 加戸誉夫、上坪亮樹\n音乐: 宮川彬良\n人物设定: 結城信輝\n系列构成: 福井晴敏\n美术监督: 谷岡善王\n色彩设计: 福谷直樹\n作画监督: 高木弘樹、橋本敬史、前田明寿、高見明男\n机械设定: 石津泰志、玉盛順一朗\n摄影监督: 堀野大輔\n道具设计: 山岡信一\n原画: 高木弘樹、千葉充、吉岡毅、小林千鶴、乗田拓茂、橋本敬史、湖川友謙、結城信輝、高見明男、糸島雅彦\n第二原画: 藤原奈津子\n剪辑: 小野寺絵美\n主题歌编曲: 宮川泰""",,宇宙战舰大和号2202 爱的战士
,,主人公时夫是居住在现代东京的初中2年生。某天，他突然被任命为24世纪的组织·时空管理局的队员，并得知了惊人的事实：实际上教科书上记载的历史全部都是虚假，在过去沉睡着比教科书更加有趣的真实历史“真历史”,0,"""トキオ：若山晃久\nカレン：鬼頭明里\nピコボー：愛河里花子\nペラリーノ：前田剛\nビマージョ：喜多村英梨\nツブヤッキー：平田広明\nスズッキー：三宅健太\nB01メカブトン：オヤダーマ：ホリ\n""",3.7万追番,全24话,1,5510,63.1万次播放,1475251200,1475251200,1489834802,,5510,"""企画：レベルファイブ\n导演：稲垣隆行\n人物设定：吉松孝博\n机械设定：川原智弘、大河原邦男\n原作：タツノコプロ\n人物原案：レベルファイブ\n系列构成：加藤陽一\n音乐：蓑輪単志\n""", 科幻 原创,时间飞船24
会员专享,0,《蜡笔小新：怒吼吧！春日部野生王国》是《蜡笔小新》2009年4月18日公开的剧场版，系列第17作。讲述了小新住的城市春日部，最近正进行着提倡善待地球的环保活动，小新也和大家一起开展捡垃圾活动。期间，小,1,"""野原新之助：矢岛晶子\n野原美冴：楢桥美纪\n野原广志：藤原启治\n小白：真柴摩利\n樱田妮妮：林玉绪""",3.6万追番,全1话,1,10532,78.1万次播放,1239984000,1239984000,1512377220,9.6分,3890,"""脚本：本郷みつる、原恵一\n导演：本郷みつる\n原作：臼井儀人\n演出：原恵一\n分镜：本郷みつる、原恵一、湯浅政明\n音乐：宮崎慎二""", 萌系 搞笑 少儿,蜡笔小新 呐喊!春日部野生王国
,,故事发生在山樱镇，主角大空亚子的班上突然新转来一位归国子女??甲本翔。翔对灵异故事相当感兴趣，收集着世界上各式各样的怪谈。他对亚子描述的山樱镇灵异现象——“怪谈餐厅”十分好奇，拉着亚子前往参观。从此之后,184,"""大空亚子：白石涼子\n甲本翔：優希比呂\n佐久间绫子：浅野真澄\n水洼游马：川原慶久\n小和田麻里：矢島悠子\n木本芳雄：宮田幸季\n大空文太：大浦冬華\n幽灵服务生：平田広明""",3.7万追番,全23话,1,3363,44.9万次播放,1255363200,1255363200,1456294745,9.5分,3363,"""原作：松谷みよ子\n监督：池田洋子\n脚本：丸尾みほ\n演出：畑野森生\n系列构成：米村正二\n人物设定：高橋晃\n总作画监督：高橋晃\n色彩设计：辻田邦夫\n音乐：高木洋\n动画制作：東映アニメーション""", 奇幻 校园 日常,怪谈餐厅
,,《Marginal Prince —边境王子-月桂树的王子们—》（マージナルプリンス～月桂樹の王子達～）是日本手机平台的一款女性向恋爱模拟游戏。从2005年8月开始配信，目前于NTT DoCoMo的i,0,"""约书亚.古兰特：置鮎龙太郎\n阿尔费雷德.威尔斯康迪：森田成一\n安利.尤克.德.圣修尔曼：野岛健儿\n希尔威恩.克拉克：三宅淳一\n小林春也：冈本宽志\n染谷俊：染谷俊\n斯达尼斯夫拉夫.索克洛夫：石川英郎..""",3.7万追番,全13话,1,1427,29.1万次播放,1159718400,1159718400,1359991723,,1427,"""导演： 稻垣隆行，佐佐木敏子、稲垣隆行\n脚本： 早坂律子\n分镜： 稲垣隆行\n演出： 稲垣隆行、浅見松雄\n音乐： 岩崎文紀\n人物原案： 水谷とおる\n人物设定： 佐々木敏子\n系列构成： 早坂律子\n色彩设计： 阿部みゆき\n总作画监督： 佐々木敏子\n摄影监督： 今泉秀樹\n音响监督： 飯田里樹\n动画制作： ゴンジーノ、東京キッズ\n别名： 边境王子\nMarginal Prince\n官方网站： http：\u002F\u002Fmpri.jp\u002Ftop.html\n播放结束： 2006年10月25日\nCopyright： GDH", 乙女,月桂树的王子们
会员专享,0,小智与皮卡丘小智一行人在旅行途中，遇见拥有“能从光环拿出所有物品”能力的幻之宝可梦—胡帕，以及照顾它的少女“梅雅利”。爱捣蛋的胡帕，以从那个神奇光环中拿出它最爱的甜甜圈，还有各种物品来吓人为乐。喜欢捣,100,"""小智：松本梨香\n梅雅利：中川翔子\n胡巴：釘宮理恵""",3.6万追番,全1话,1,6480,99.2万次播放,1437148800,1437148800,1506061260,9.1分,6480,"""导演： 湯山邦彦\n脚本：冨岡淳広\n分镜：大和田淳\n演出：大和田淳\n音乐：宮崎慎二\n美术监督：秋葉みのる""",,精灵宝可梦 剧场版18：光轮的超魔神胡帕
,,"《学校怪谈》基本上是以与校园有关的人物及场景为背景，由一个个短小精炼让人惊栗的灵异故事所组成。不过它的涉及面远远超出了学校范围，延展至日常，渲染出介乎真假之间、光怪陆离、恐怖猎奇的鬼魅世界。

书中不",149,"""宫之下 五月：川上とも子\n宮ノ下 敬一郎：間宮くるみ\n青山 一：本田貴子\n柿之木 雷欧：津村まこと\n恋ヶ窪 桃子：佐久間紅美\n卡亚：中尾隆聖\n宮ノ下 礼一郎：阪口大助、室園丈裕\n坂田：青山穣\n""",3.6万追番,全20话,1,2171,47.2万次播放,972144000,972144000,1336556798,9.3分,2171,"""脚本：大和屋暁、中弘子、山口亮太、橋本裕志、十川誠志\n导演：阿部記之\n絵コンテ：うえだひでひと\n作画監督：宇佐美皓一\n演出：畠山茂樹\n分镜：影山楙倫、小坂春女、畠山茂樹\n""", 日常,学校怪谈
,,在遥远的未来，海贼船是一种被认可的私掠船。在这样的时代中，女高中生茉莉香一边在参与宇宙巡航部的活动，一边在咖啡厅打工。某天，一对男女突然出现在她的面前，自称是茉莉香已逝的父亲的部下，邀请她担任宇宙海贼,3,"""加藤茉莉香：小松未可子\n栗原千明：花澤香菜\n肯·麦克德加尔：松風雅也\n米莎·金活：伊藤静\n琳·兰美达：日笠陽子\n莉莉·贝尔：佐藤聡美\n星宫爱：茅野愛衣\n杰妮·德里特尔：佐藤利奈\n格里埃尔·塞雷尼提..""",3.6万追番,全26话,1,817,171.8万次播放,1325865600,1325865600,1341123855,9.6分,817,"""原作：笹本祐一\n监督：佐藤竜雄\n脚本：水野健太郎、宮崎真一、伊藤美智子、佐藤竜雄\n分镜：水本葉月、小野勝巳、西村聡\n演出：羽多野浩平、近藤一英、大脊戸聡\u2028、水本葉月\n系列构成：佐藤竜雄\n人物原案：安田朗\n人物设定：竹内浩志\n美术监督：伊藤聖\n色彩设计：谷本千絵\n机械设定：鈴木雅久、寺岡賢司、河森正治、鷲尾直広、宮崎真一\n总作画监督：竹内浩志\n作画监督：福島豊明、山村俊了、今西亨\n音乐：Elements Garden\n音响监督：明田川仁\n摄影监督：山根裕二郎\n动画制作：サテライト""", 科幻 战斗 日常,暴力宇宙海贼
,,身为名钢琴家之子的优秀音乐大学生千秋真一。想要赴欧学习指挥，却因为飞机恐惧症而一直无法出国。某天，不可思议的少女野田惠，突然出现在他面前，住在垃圾房里的她，是个无可救药的怪人？这少女的出现会对真一有什,2,"""千秋真一：関智一\n野田恵：川澄綾子\nジェームズ??デプリースト：石住昭彦\nトマ??シモン：津田英三\nセバスチャーノ??ヴィエラ：江原 正士\nポール??デュボワ：保村真\nリュカ：佐藤利奈\n黒木泰則：松風雅也..""",3.6万追番,全11话,1,1040,73.9万次播放,1223481600,1223481600,1286368787,9.7分,1040,"""原作： 二ノ宮知子\n导演： 今千秋\n脚本： 榎戸洋司\n分镜： 萩原弘光、島崎奈々子、高田耕一、今千秋、篁蒼氓\n演出： 太田知章、山口祐司、島崎奈々子、今千秋、高島大輔、鈴木洋平\n音乐： 松谷卓\n人物设定： 島村秀一\n系列构成： 榎戸洋司\n美术监督： 小林七郎\n色彩设计： 店橋真弓\n总作画监督： 島村秀一\n作画监督： 島村秀一、都筑裕佳子、山田真也、加藤万由子、松浦麻衣\n摄影监督： 大河内喜夫\n原画： 滝本祥子\n企画： 讲谈社“Kiss”编辑部、松崎容子\n音响监督： 明田川仁\n音乐制作： 佐野弘明""", 少女 音乐,交响情人梦 巴黎篇
,,薄樱鬼即指土方岁三。此名为游戏土方线结尾土方与风间决战前风间所起。薄樱意为如樱花般绚烂而又转瞬即逝；鬼则指土方身为人类，却始终坚持贯彻自身信念，高洁之心令人钦佩，拥有能与鬼族平起平坐的强大实力与内心（,2,"""风间千景：津田健次郎\n雪村千鹤：桑島法子\n土方岁三：三木眞一郎\n冲田总司：森久保祥太郎\n斋藤一：鳥海浩輔\n藤堂平助：吉野裕行\n原田左之助：遊佐浩二\n""",3.6万追番,全1话,1,3832,32.2万次播放,1394208000,1394208000,1461554206,,3832,"""脚本：藤澤経清\n导演：山崎理\n人物设定：中嶋敦子\n总作画监督：中嶋敦子\n原作：オトメイト\n人物原案：カズキヨネ\n演出：安藤貴史\n分镜：名村英敏\n音乐：川井憲次\n""", 声控 历史,薄樱鬼 第二章 士魂苍穹
,,"故事发生在很久以前的日本，彩电还没普及的时代……
花田一路，小学三年级学生，是个村里远近闻名的捣蛋鬼。附近的小动物，猫啊狗啊什么的经常是他折磨的对象。不过他也有个弱点，就是非常怕幽灵。因为不满家里只有",11,"""花田一路：熊井素子\n花田大路郎：矢尾一树\n花田寿枝：田中真弓\n花田徳路郎：野沢那智\n花田徳子：竹内顺子\n村上壮太：桑岛法子""",3.6万追番,全25话,1,2825,14.3万次播放,1033401600,1033401600,1444748940,9.8分,2825,"""脚本：藤田伸三、米村正二、望月武、高屋敷英夫、金春智子\n导演：小島正幸\n原作：一色まこと\n分镜：小島正幸、おおそ独犬\n演出：中村亮介、小山田桂子、友永和秀、増田敏彦、島崎奈々子、根岸宏樹、大野和寿、田中敦子、小島正幸、中村賢太郎\n音乐：平野義久\n人物设定：兼森義則\n美术监督：池田祐二\n色彩设计：鎌田千賀子\n总作画监督：兼森義則""", 日常 治愈 时泪,花田少年史
,,每三百年，将会出现一次由黑曜之君展开的舞姬之战。在战斗过程中，舞姬（HiME：Highly-Advanced Materializing Equipment）（高次物质化能力）需击倒无依者（ORPHA,4,"""鸨羽舞衣：中原麻衣\n玖我夏姬：千葉紗子\n日暮あかね：岩男潤子\n神崎黎人：関俊彦\n真田紫子：井上喜久子\n風花真白：ゆかな\n鴇羽巧海：高橋裕吾\n尾久崎晶：小林沙苗\n結城奈緒：南里侑香\n""",3.7万追番,全26话,1,1922,26万次播放,1096473600,1096473600,1354063080,9.3分,1922,"""脚本：吉野弘幸、木村暢\n导演：小原正和\n原作：矢立肇\n分镜：須永司、太田雅彦、増井壮一、長井龍雪、小原正和\n""", 奇幻 热血 魔法,舞-HIME
,,与第11卷限定版同步同捆出售，沿用第4季电视动画制作团队，由原作作者提供剧本，收录漫画第200话的长篇故事以及一个短篇。,261,"""南夏奈：井上麻里奈\n南春香：佐藤利奈\n南千秋：茅原実里\n内田优加：喜多村英梨\n南冬马：水樹奈々\n保坂：小野大輔\n理子：後藤沙緒里\n小真子：森永理科\n南ナツキ：吉野裕行\n""",3.6万追番,全1话,1,4398,49.4万次播放,1375718400,1375718400,1465012730,9.7分,4398,"""导演：川口敬一郎\n主题歌编曲：大久保薫\n主题歌演出：佐藤利奈\n摄影监督：口羽毅\n主题歌作曲：山口朗彦\n原作：桜場コハル\n系列构成：鴻野貴光\n作画监督：山本善哉\n音乐：三澤康広\n""", 萌系 搞笑 日常,南家三姐妹 夏日假期
,,　　2015年5月1日原作续篇连载开始同时宣布Project两作动画化企划。同年10月16日于原作第2部连载网站公开第1、2话，之后每月第一、三个周五更新一话。2016年1月22日与原作第2部同步完结,0,"""夏树亚子美：木村珠莉\n二之宫先太：浪川大辅""",3.6万追番,全8话,1,4083,41.8万次播放,1444924800,1444924800,1464256154,,4083,"""原作：土塚理弘、亜積沙紀\n演出：关晓子\n原画：竹村南""", 日常,笨蛋男友
,,"蓝宝石之谜是由Gainax出品，根据儒勒·凡尔纳的巨著《海底两万里》改编的39集动画片。本作品内涵不仅深厚，而且丰富，人生观，价值观，世界观，爱情观，战争与和平，科学的价值等等均一一涵盖。

叙述发生",6,"""ナディア??ラ??アルウォール：鷹森淑乃\n让·洛克·罗狄克：日高のり子\n玛丽·恩·卡尔斯巴古：水谷優子\n格兰蒂斯·格兰巴：滝沢久美子\n美蒂娜·拉·露根西斯·伊莱克特：井上..""",3.7万追番,全39话,1,2358,125.7万次播放,639936000,639936000,1358689078,9.5分,2358,"""脚本：田波靖男、大川久男\n导演：樋口真嗣\n原作：Jules Gabriel Verne\n分镜：樋口真嗣、米たにヨシトモ、増尾昭一、庵野秀明、紅優\n""", 科幻 热血 冒险,蓝宝石之谜
,,足球小将，高桥阳一著作日本漫画，90年代引进国内的《足球小将》动画并非现在所说的《足球小将》，官方正确翻译为《加油！吉塔斯》，而早先的「キャプテン翼」动画片引进的时候采用了《足球小子》的名字，所以引起,1,"""""",3.7万追番,全125话,1,2137,159.9万次播放,434822400,434822400,1331099949,9.5分,2137,"""""", 时泪 运动 热血,足球小将 83版
,,"小马宝莉（My Little Pony） 由美国玩具商孩之宝于2010年10月10日在美国The Hub电视频道开始播出的卡通影集。
故事叙述了小马暮光闪闪为了执行导师宇宙公主给她的任务，与助手斯派克",5,"""""",3.7万追番,全26话,1,128072,139.4万次播放,1458921600,1458921600,1535112012,9.6分,25443,"""编剧：Lauren Faust，Amy Keating Rogers，M. A. Larson，Meghan McCarthy，Cindy Morrow，Charlotte Fullerton，Merriwether Williams，Chris Savino，Dave Polsky\n角色设计：Lauren Faust\n音乐：Daniel Ingram，  William Kevin Anderson\n导演：Jayson Thiessen，James Wootton\n制片：DHX Media\u002FVancouver Hasbro Studios""", 萌系 魔法 日常 少儿,小马宝莉：友谊的魔力 第六季 (中配）
会员专享,0,"美妙频道是一个无论谁都能简单地开始，谁都能成为偶像的梦想频道。
开设自己的频道从而成为偶像是女孩子们共通的梦想。
闪闪之丘中学一年级的桃山未来和萌黄绘萌为了对抗学校里面的人气偶像赤城安娜，也开设了自己",8,"""桃山未来：林鼓子\n萌黄绘萌：久保田未梦\n青叶凛花：厚木那奈美\n赤城安娜：芹泽优\n绿川沙罗：若井友希""",3.7万追番,更新至第100话,0,78172,122.1万次播放,1523116800,1523116800,1584237600,8.3分,23841,"""导演:博史池畠\n人物设定:満田一\n系列构成:兵頭一歩\n动画制作:タツノコプロ\n音乐:加藤達也\n""", 音乐 偶像 原创,美妙☆频道
,,　　做料理的加里宁？看动画片的克鲁佐？这些正剧中无法表现出来的人物的另一面，在这部短篇中将一一呈现。故事以泰莎舰长的日记作为铺垫，从更私人的角度描写泰莎对舰内众人的看法，以及对宗介的感情。当然，整个故,247,"""相良宗介：関智一\n泰蕾莎·泰斯坦罗莎：ゆかな\n克鲁兹·威巴：三木眞一郎\n理查德·马度卡斯：西村知道\n贝尔夫冈·克鲁佐：小山力也\n梅利莎·毛：根谷美智子\n""",3.5万追番,全1话,1,3572,116.6万次播放,1148572800,1148572800,1460442275,9.5分,3572,"""原作： 賀東招二\n导演： 武本康弘\n脚本： 賀東招二\n分镜： 武本康弘\n演出： 武本康弘\n音乐： 佐橋俊彦\n人物原案： 四季童子\n人物设定： 堀内修\n色彩设计： 高木理恵\n作画监督： 堀内修\n摄影监督： 中上竜太\n原画： 松尾祐輔、門脇聡、小松麻美、木上益治、山田尚子\n音响监督： 鶴岡陽太\n音效： 倉橋裕宗\n制片人： 伊藤敦\n动画制作： 京都アニメーション\n别名： 全金属狂潮 TSR OVA 战队长悠哉游哉的一天\n全金属狂潮 TSR OVA 战队长比较悠闲的一日""", 小说改 热血 机战 科幻,全金属狂潮 TSR OVA 战队长悠闲的一天
,,"美国动画电影《马达加斯加》衍生出的一部动画剧集。故事讲述了当Alex，Marty，Gloria和Melman几个主角还在非洲悠闲度日（从《马达加斯加：逃往非洲》后），四只企鹅（首领Skipper,智囊",1,"""""",3.5万追番,全43话,1,1750,117.1万次播放,1270396800,1270396800,1408489897,9.8分,1750,"""""", 萌系,马达加斯加的企鹅 第二季
,,遠坂凜和露維亞一同回到了日本。原本就關係不好的兩人在夜空中打了起來，因為無視了師父的任務，兩人的魔杖分別罷工辭職。遠坂凜的魔杖紅寶石感受到了伊莉雅對魔法的渴望，連哄帶騙的讓伊莉雅成為了魔法少女。凜找到,3,"""伊莉雅絲菲爾·馮·愛因茲貝倫：門脅舞以\n美遊·艾德費爾特：名冢佳織\n遠阪凜：植田佳奈\n露維亞瑟琳塔·艾德費爾特：伊藤靜\n萬花筒之杖（魔法紅寶石）：高野直子\n萬花筒之杖（魔法藍寶石）：松來未佑\n衛宮士郎：杉山紀彰\n塞拉：寺田春日\n莉潔莉特：宮川美保\n藤村大河：伊藤美紀\n森山那奈龜：伊瀨茉莉也\n嶽間澤龍子：加藤英美裏\n栗原雀花：伊藤加奈惠\n桂美美：佐藤聰美\n埃爾梅羅Ⅱ世（韋伯·維爾維特）：浪川大輔\n愛麗絲菲爾·馮·愛因茲貝倫：大原沙耶香""",3.5万追番,全10话,1,28221610,5.8万次播放,1373558400,1373558400,1563162200,9.6分,28136,"""原作：廣山弘、TYPE-MOON\n企劃：安田猛\n監督：大沼心\n主導演：阪本隆、湊未來\n系列構成：井上堅二\n角色設計·總作畫監督：牛島希\n動作檢修：高橋賢、氏家嘉宏\n主動畫師：平田和也、山吉壹幸、若山政誌\n美術監督：前田實\n色彩設計：木幡美雪\n攝影監督：中西康佑\n音樂：加藤達也\n音樂制作：Lantis\n音樂制作人：齋藤滋、吉江輝成\n音響監督：飯田裏樹\n制作人：田村淳壹郎、松木あい\n動畫制作人：金子逸人\n動畫制作：SILVER LINK.\n制作：“魔法少女☆伊莉雅”制作委員會""", 漫画改 魔法 冒险 战斗,魔法少女☆伊莉雅（僅限港澳台地區）
,,"大学一年级学生·都仓碧因机缘巧合而来到咖啡厅“Rainy Color”打工。
在那里，他遇到了冷酷的帅哥岩濑启一、举止轻率的樱木凉太、温柔又是女性杀手的“Rainy color”老板古贺紫苑、以及过于",0,"""都仓碧：下野纮\n岩濑启一：绿川光\n樱木凉太：宫野真守\n古贺紫苑：平川大辅\n天见浩司：堀川亮\n古贺シオン：平川大辅\n古贺ノエル：山本和臣\n古贺ニコラ：山谷祥生\n有泽纯：山本匠马\n鸟越阳佳：丸江俊也""",3.5万追番,全12话,1,6476,36万次播放,1507046400,1507046400,1513783800,,6476,"""原　作:ＩＡＭ電子出版\n監　督:石井久志\nシリーズ構成:藤本冴香\nキャラクターデザイン??作画監督:徳川恵梨\n音響監督:今泉雄一\n音響:ヤオヨロズラボ\n主題歌:風男塾(テイチクエンタテインメント)\n企画??製作 :チームあめこん""", 日常 漫画改,雨色Convention
,,某所高中的教室一角。一副睡眼惺忪、撐起手肘模樣的男高中生·田中，總是顯得懶懶散散。上課的時候睡覺。體育課上也完全不動。上下學時儘可能地不走路。想要悠閒地度過毫無變化的每一天。明明是這樣，但田中的身邊卻,246,"""田中：小野賢章\n太田：細谷佳正\n宮野：高森奈津美\n白石：小岩井小鳥\n越前：諏訪彩花\n莉乃：悠木碧\n早夜：東山奈央\n志村：興津和幸""",3.5万追番,全12话,1,28221445,5.4万次播放,1460131200,1460131200,1561539394,9.7分,28032,"""導演: 川面真也\n腳本: 面出明美\n分鏡: 川面真也、相澤昌弘、小林敦、澤井幸次、新留俊哉、金﨑貴臣、黒澤雅之、二瓶勇一、岩崎良明\n演出: 川面真也、相澤昌弘、小林敦、反裡小也、伊部勇志、福多潤、伊藤史夫、金子伸吾\n音樂: 水谷広実\n人物設定: 飯塚晴子\n系列構成: 面出明美\n美術監督: 栗林大貴\n色彩設計: 重冨英里\n總作畫監督: 飯塚晴子、大塚舞、小松原聖\n作畫監督: 金弼康、堤谷典子、木下ゆうき、竹森由加、飯塚晴子、平田和也、小野田将人、正木優太、桜井正明、滝本祥子、鳥山冬美、柳瀬譲二\n攝影監督: 佐藤敦\n道具設計: 大塚舞\n背景美術: 草薙\n剪輯: 坪根健太郎\n企畫: 丸山博雄\n音響監督: 亀山俊樹\n製片人: 前田俊博\n動畫製作: SILVER LINK.\nCG 導演: 須藤悠\n美術設計: 綱頭瑛子""", 漫画改 搞笑 日常 校园,田中君總是如此慵懶（僅限港澳台地區） 
,,西元2436年，从太阳系独立出来的人类移民到了距地球150光年远的巴尔干星系，建立起了自己的政府。在巴尔干星系的首都——殖民地“朱诺”居住着双胞胎两兄弟——特尔和莱依，他们因有着政治家和科学家的双亲而,2,"""トール??クライン：高山みなみ\nティズ：萨德：小栗旬\nGesso：ケビン：古島清孝\nヘイムダル：藤原啓治\nカリム：朴璐美\nユウキ：志村知幸\nチェン：深見梨加""",3.5万追番,全11话,1,1460,30.5万次播放,1144857600,1144857600,1293811867,,1460,"""脚本：高橋ナツコ、土屋理敬、吉田玲子\n导演：錦織博\n原作：樹なつみ\n演出：湖山禎崇\n分镜：錦織博、後藤圭二、宮地昌幸""", 热血,兽王星
